	ENGLISH	PART OF SPEECH	ODIA	INPUT
22	footsie	Ns	କାହାର ପାଦକୁ ନିଜ ପାଦରେ ସ୍ପର୍ଶ କରିବା	foot
23	footsore	Ns	ପାଦ ଘାଆ	foot
24	footstep	Ns	ପଦକ୍ଷେପ	foot
25	footstool	Ns	ପାଦ ରଖିବାପାଇଁ ଛୋଟ ଷ୍ଟୁଲ	foot
26	footwear	Ns	ଜୋତାଚପଲ	foot
1	american football	Ns	ଆମେରିକାର ଫୁଟବଲ	football
2	football	Ns	ଫୁଟବଲ	football
3	football pool	Ns	ଫୁଟବଲ ଖେଳ ସମ୍ବନ୍ଧୀ ଜୁଆ	football
4	footballer	Ns	ଫୁଟବଲର ଖେଳାଳୀ	football
5	footballing	Adj	ଫୁଟବଲ	football
1	air force	Ns	ବାୟୁ ସେନା	for
2	art form	Ns	କଳା	for
3	back-formation	Ns	ପ୍ରତ୍ୟାବର୍ତୀ ରଚନା	for
4	brute force	Adj	ନୀଚ ପ୍ରବୃତ୍ତିପଶୁପଣ	for
5	call for	PhrV	ଆବଶ୍ୟକତା ହୋଇଯିବା	for
6	call forth	PhrV	ଦେଖେଇବା	for
7	carry forward	PhrV	{ବାଣିଜ୍ୟ ସଂବଂଧୀ}ନୂଆ ଫରଦକୁ ସ୍ଥାନାଂତରଣ ହୋଇଯିବା	for
8	come for	PhrV	ଆକ୍ରମଣ କରିବା	for
9	come forward	PhrV	ସହାୟତା ପ୍ରଦାନ କରିବା	for
10	find for/against	PhrV	ଫଇସଲା ନିଷ୍ପତ୍ତି କରିବା	for
11	for	Prep	ଙ୍କ ପାଇଁ	for
12	for that matter	IDM	ତତ୍ସମ୍ବନ୍ଧିତ	for
13	forage	Ns	ଚାରା	for
14	foragecap	Ns	ସୈନିକମାନଙ୍କର ଟୋପୀ ଯାହା ପୋଷାକ ସହିତ ପିନ୍ଧା ଯାଏନା	for
15	foray	Ns	ଛାପା ମାରିବା	for
16	forbear	V	ନିବୃତ୍ତ କରିବା	for
17	forbearance	Ns	ଧୈର୍ଯ୍ୟ	for
18	forbearing	Adj	ଧୈର୍ଯ୍ୟ ରଖିଲାବାଲା	for
19	forbid	VT	ମନା କରିବା	for
20	forbidding	Adj	ଅପ୍ରୀତିକର	for
21	forbiddingly	Adv	ଘୃଣାରୁ	for
22	force	Ns	ବଳ	for
23	force majeure	Ns	ନ କରିବାର ବାହାନା	for
24	force-feed	V	ଜବରଦସ୍ତି ଖୁଆଇବା	for
25	forced	Adj	ବଳପ୍ରୟୋଗକୃତଅନିବାର୍ଯ୍ୟ	for
26	forced labour	Ns	ବାଧ୍ୟହୋଇ ଶ୍ରମ କରୁଥିବା	for
27	forced landing	Ns	ବିବଶ ଅବତରଣ	for
28	forced march	Ns	ସେନାର ଦଳଙ୍କୁ ଜବରଦସ୍ତି ଚଲେଇବା	for
29	forceful	Adj	ଜୋରଦାରଓଜସ୍ୱୀପ୍ରଭାବଶାଳୀ	for
30	forcefully	Adv	ଜୋରଦାର ଉପାୟରେ	for
31	forcefulness	Ns	ପ୍ରବଳତା	for
32	forcemeat	Ns	ଭଲ ଭାବରେ କଟା ଯାଇଥିବା ଗୋମାଂସ	for
33	forceps	Ns	ଚିମୁଟା	for
34	forcible	Adj	ବଳସମ୍ପାଦିତ	for
35	forcibly	Adv	ବଳପୂର୍ବକ	for
36	ford	Ns	ଉପୁରିଆ ଜାଗା{ନଦୀର ପାଖକୁ}	for
37	fore	Adj	ପୂର୍ବ	for
38	fore knowldge	Ns	ପୂର୍ବଜ୍ଞାନ	for
39	fore leg	Ns	ଚଉକି ଆଦିର ଆଗ ଗୋଡ଼	for
40	fore shore	Ns	ତଟାଗ୍ର	for
41	fore skin	Ns	ଉପର ଚମଡ଼ା	for
42	forearm	Ns	ହାତ{କହୁଣି ପର୍ଯ୍ୟନ୍ତ}	for
43	foreboding	Ns	ପୂର୍ବାଭାସ	for
44	forecast	V	ପୂର୍ବାନୁମାନ ଲଗେଇବା	for
45	forecaster	Ns	ପୂର୍ବାନୁମାନ କରୁଥିବା	for
46	foreclose	V	ରୋକିବା{ଋଣ}	for
47	foreclosure	Ns	ଅଧିକାର କରିନେବା{ଋଣ ପରିଶୋଧ ନ କରି ପାରିବାରୁ}	for
48	forecourt	Ns	ଖୋଲା ମୈଦାନ	for
49	foredoomed	Adj	ଅସଫଳତାର ପୂର୍ବାଭାସ	for
50	forefather	Ns	ପୂର୍ବଜ	for
51	forefinger	Ns	ତର୍ଜନୀ	for
52	forefoot	Ns	ପରବର୍ତ୍ତୀ ପାଦ	for
53	forefront	Ns	ସବୁଠାରୁ ଆଗେ	for
54	foregoing	Adj	ପୂର୍ବବର୍ତ୍ତୀ	for
55	foregone	Adj	ପୂର୍ବନିଶ୍ଚିତ	for
56	forehand	Ns	ଟେନିସର ଚାଲ	for
57	foreign	Adj	ବିଦେଶୀ	for
58	foreign exchange	Ns	ବିଦେଶୀ ମୁଦ୍ରା	for
59	foreign secretary	Ns	ବିଦେଶୀ ସଚିବ	for
60	foreigner	Ns	ବିଦେଶୀ	for
61	foremost	Adj	ସର୍ବପ୍ରଥମ	for
62	forename	Ns	ପୂର୍ବ ନାମ	for
63	forensic	Adj	ବୈଜ୍ଞାନିକ ଯାଞ୍ଚ{କାନୂନର ସାହାଯ୍ୟର ପାଇଁ }	for
64	foreplay	Ns	ପୂର୍ବ ଲୈଂଗିକ ଗତିବିଧି	for
65	forerunner	Ns	ଅଗ୍ରଦୂତ	for
66	foresee	VT	ପୂର୍ବାନୁମାନ ଲଗେଇବା	for
67	foreseeable	Adj	ପୂର୍ବାଭାସର ଯୋଗ୍ୟ	for
68	foreshadow	V	ପୂର୍ବାଭାସ ଦେବା	for
69	foresight	Ns	ଅଗ୍ରଦୃଷ୍ଟି	for
70	forest	Ns	ଜଂଗଲ	for
71	forestall	VT	ପ୍ରଥମରୁ ନିବାରଣ କରିବା	for
72	forester	Ns	ବନ ରକ୍ଷକ	for
73	forestry	Ns	ବନ ନିର୍ମାଣ	for
74	foretell	VT	ପ୍ରଥମରୁ କହିବା	for
75	forever	Adv	ସଦୈବ	for
76	forewarn	VT	ଖବରଦାର କରିବା	for
77	foreword	Ns	ପ୍ରାକ୍କଥନ	for
78	forfeit	Ns	ଜରିମାନା	for
79	forfeiture	Ns	ଦଣ୍ଡ	for
80	forge	Ns	ଭାଟି	for
81	forger	Ns	ଜାଲ୍ କରୁଥିବା ଲୋକ	for
82	forgery	Ns	ଜାଲ୍ କରିବା ନକଲି କରିବା	for
83	forget	V	ଭୂଲି ଯିବା	for
84	forget-me-not	Ns	ବିଛୁଆତି	for
85	forgetful	Adj	ବାଉଳା ସହଜରେ ଭୁଲି ଯାଉଥିବା ଲୋକ	for
86	forgettable	Adj	ଭୁଲିବାର ଯୋଗ୍ୟ	for
87	forgivable	Adj	କ୍ଷମ୍ୟ	for
88	forgive	VT	କ୍ଷମା କରିବା	for
89	forgiveness	Ns	କ୍ଷମା	for
90	forgiving	Adj	କ୍ଷମାଶୀଳ	for
91	fork	Ns	ଖାଇବା କଣ୍ଟା	for
92	forked	Adj	କଣ୍ଟା ପରି	for
93	forlorn	Adj	ବିବଶ	for
94	forlornly	Adv	ବିବଶତାରୁ	for
95	form	Ns	ଆକୃତି	for
96	formal	Adj	ଔପଚାରିକ	for
97	formaldehyde	Ns	ଏକ ପ୍ରକାରର ଗ୍ୟାସ	for
98	formalism	Ns	ରୀତିବାଦ	for
99	formality	Ns	ଔପଚାରିକତା	for
100	formalize	V	ନିଶ୍ଚିତ ରୂପ ଦେବା	for
101	formally	Adv	ଔପଚାରିକ ଭାବେ	for
102	format	Ns	ପ୍ରତିରୂପ	for
103	formation	Ns	ଗଠନ	for
104	formative	Adj	ବିକାଶକାଳୀନ	for
105	former	Adj	ପୁରୁଣା	for
106	formerly	Adv	ବିଗତ ସମୟରେ	for
107	formidable	Adj	ଦୁର୍ଜୟ	for
108	formless	Adj	ବିନା ଆକୃତି ବାଲା	for
109	formula	Ns	ସୂତ୍ର	for
110	formulate	VT	ସୂତ୍ର ରୂପରେ କରିବା	for
111	forsake	VT	ତ୍ୟାଗ ଦେବା	for
112	forswear	VT	ଶପଥ କରି ଛାଡ଼ିବା	for
113	fort	Ns	କିଲ୍ଲା	for
114	forte	Ns	ବିଶିଷ୍ଟ ଗୁଣ ଏମିତି କଳା ଯେଉଁଥିରେ ବ୍ୟକ୍ତି ନିପୁଣ	for
115	forth	Adv	ଆଗେ	for
116	forthcoming	Adj	ଆଗାମୀ	for
117	forthright	Adj	ସ୍ପଷ୍ଟବାଦୀ	for
118	forthwith	Adv	ତୁରନ୍ତ	for
119	forties	Ns	ଚତୁର୍ଥ ଦଶକ	for
120	fortieth	Ns	ଚାଳିଶତମ	for
121	fortification	Ns	ବୃଦ୍ଧି କରଣ	for
122	fortify	V	ବଳିଷ୍ଠ କରିବା ବୃଦ୍ଧି କରିବା	for
123	fortitude	Ns	ଧୈର୍ଯ୍ୟ	for
124	fortnight	Ns	ଦୁଇଟି ସପ୍ତାହ	for
125	fortnightly	Adj	ପାକ୍ଷିକ	for
126	FORTRAN	Ns	କମ୍ପ୍ୟୂଟର ନିର୍ଦେଶର ଭାଷା	for
127	fortress	Ns	କିଲା	for
128	fortuitous	Adj	ଆକସ୍ମିକ	for
129	fortunate	Adj	ଭାଗ୍ୟଶାଳୀ	for
130	fortunately	Adv	ଭାଗ୍ୟରୁ	for
131	fortune	Ns	ସୌଭାଗ୍ୟ	for
132	fortune teller	Ns	ଭବିଷ୍ୟତ ବକ୍ତା	for
133	forty	Ns	ଚାଳିଶ	for
134	forty winks	Ns	{ଅନୌପଚାରିକ}ଢୁଳେଇ ପଡ଼ିବା	for
135	forum	Ns	ସଭାସ୍ଥଳ	for
136	forward	Adj	ଅଗଲା	for
137	forward-looking	Adj	ଆଧୁନିକ ବିଚାରର	for
138	forwardness	Ns	ଆତ୍ମବିଶ୍ୱାସ	for
139	free for all	Ns	ତର୍କ ଯେଉଁଥିରେ ଉପସ୍ଥିତ ସବୁ ଲୋକ ଭାଗ ନେଇଥାନ୍ତି	for
140	hoped-for	Adj	ବାଂଛିତ ଓ ସଂଭବ	for
141	join forces with	IDM	ଏକଜୁଟ ହୋଇଯିବା	for
142	land-form	Ns	ଜମିର ଏକ ପ୍ରାକୃତିକ ରୂପ	for
143	make for	V	ର ଦିଗରେ ଯିବା	for
144	move for	PhrV	ପ୍ରସ୍ତାବ ରଖିବା	for
145	movong force	Ns	ପ୍ରେରକ ଶକ୍ତି	for
146	multi form	Ns	ବହୁରୂପ	for
147	multi formity	Ns	ବହୁରୂପତା	for
148	once-and-for-all	Adv	ଶେଷ ବାର	for
149	send for (sth or sb)	V	ଡ଼କେଇ ପଠାଇବା	for
150	send off (for sth)	V	ପଠାଇ ଦେବା	for
151	start for	V	- ପାଇଁ ଯିବା	for
152	too much for	IDM	ଅଧିକ	for
153	touch for	V	ଠୁ ଉଧାରନେବା	for
154	tour-de-force	Ns	[ଫ୍ରେଂଚ] ଚମତ୍କାର	for
155	tuning-fork	Ns	ସ୍ୱର ଜ୍ଞାପକ ଦ୍ୱିଶାଖା ବିଶିଷ୍ଟ ଇସ୍ପାତ ଦଣ୍ଡ	for
156	unasked for	Adj	ମାଗି ନ ଥିବା	for
157	uncalled for	Adj	ଅନାବଶ୍ୟକ	for
158	uncared-for	Adj	ଉପେକ୍ଷିତ	for
159	unhoped-for	Adj	ଅପ୍ରତ୍ୟାଶିତ	for
160	unlooked-for	Adj	ଅପ୍ରତ୍ୟାଶିତ	for
161	vouch for	PhrV	ସାକ୍ଷୀ ଦେବା	for
162	weather forecast	Ns	ପାଣିପାଗର ପୂର୍ବାନୁମାନ	for
1	air force	Ns	ବାୟୁ ସେନା	force
2	brute force	Adj	ନୀଚ ପ୍ରବୃତ୍ତିପଶୁପଣ	force
3	force	Ns	ବଳ	force
4	force majeure	Ns	ନ କରିବାର ବାହାନା	force
5	force-feed	V	ଜବରଦସ୍ତି ଖୁଆଇବା	force
6	forced	Adj	ବଳପ୍ରୟୋଗକୃତଅନିବାର୍ଯ୍ୟ	force
7	forced labour	Ns	ବାଧ୍ୟହୋଇ ଶ୍ରମ କରୁଥିବା	force
8	forced landing	Ns	ବିବଶ ଅବତରଣ	force
9	forced march	Ns	ସେନାର ଦଳଙ୍କୁ ଜବରଦସ୍ତି ଚଲେଇବା	force
10	forceful	Adj	ଜୋରଦାରଓଜସ୍ୱୀପ୍ରଭାବଶାଳୀ	force
11	forcefully	Adv	ଜୋରଦାର ଉପାୟରେ	force
12	forcefulness	Ns	ପ୍ରବଳତା	force
13	forcemeat	Ns	ଭଲ ଭାବରେ କଟା ଯାଇଥିବା ଗୋମାଂସ	force
14	forceps	Ns	ଚିମୁଟା	force
15	join forces with	IDM	ଏକଜୁଟ ହୋଇଯିବା	force
16	movong force	Ns	ପ୍ରେରକ ଶକ୍ତି	force
17	tour-de-force	Ns	[ଫ୍ରେଂଚ] ଚମତ୍କାର	force
1	foreign	Adj	ବିଦେଶୀ	foreign
2	foreign exchange	Ns	ବିଦେଶୀ ମୁଦ୍ରା	foreign
3	foreign secretary	Ns	ବିଦେଶୀ ସଚିବ	foreign
4	foreigner	Ns	ବିଦେଶୀ	foreign
1	forest	Ns	ଜଂଗଲ	forest
2	forestall	VT	ପ୍ରଥମରୁ ନିବାରଣ କରିବା	forest
3	forester	Ns	ବନ ରକ୍ଷକ	forest
4	forestry	Ns	ବନ ନିର୍ମାଣ	forest
1	forever	Adv	ସଦୈବ	forever
1	forget	V	ଭୂଲି ଯିବା	forget
2	forget-me-not	Ns	ବିଛୁଆତି	forget
3	forgetful	Adj	ବାଉଳା ସହଜରେ ଭୁଲି ଯାଉଥିବା ଲୋକ	forget
4	forgettable	Adj	ଭୁଲିବାର ଯୋଗ୍ୟ	forget
1	art form	Ns	କଳା	form
2	back-formation	Ns	ପ୍ରତ୍ୟାବର୍ତୀ ରଚନା	form
3	form	Ns	ଆକୃତି	form
4	formal	Adj	ଔପଚାରିକ	form
5	formaldehyde	Ns	ଏକ ପ୍ରକାରର ଗ୍ୟାସ	form
6	formalism	Ns	ରୀତିବାଦ	form
7	formality	Ns	ଔପଚାରିକତା	form
8	formalize	V	ନିଶ୍ଚିତ ରୂପ ଦେବା	form
9	formally	Adv	ଔପଚାରିକ ଭାବେ	form
10	format	Ns	ପ୍ରତିରୂପ	form
11	formation	Ns	ଗଠନ	form
12	formative	Adj	ବିକାଶକାଳୀନ	form
13	former	Adj	ପୁରୁଣା	form
14	formerly	Adv	ବିଗତ ସମୟରେ	form
15	formidable	Adj	ଦୁର୍ଜୟ	form
16	formless	Adj	ବିନା ଆକୃତି ବାଲା	form
17	formula	Ns	ସୂତ୍ର	form
18	formulate	VT	ସୂତ୍ର ରୂପରେ କରିବା	form
19	land-form	Ns	ଜମିର ଏକ ପ୍ରାକୃତିକ ରୂପ	form
20	multi form	Ns	ବହୁରୂପ	form
21	multi formity	Ns	ବହୁରୂପତା	form
1	formal	Adj	ଔପଚାରିକ	formal
2	formaldehyde	Ns	ଏକ ପ୍ରକାରର ଗ୍ୟାସ	formal
3	formalism	Ns	ରୀତିବାଦ	formal
4	formality	Ns	ଔପଚାରିକତା	formal
5	formalize	V	ନିଶ୍ଚିତ ରୂପ ଦେବା	formal
6	formally	Adv	ଔପଚାରିକ ଭାବେ	formal
1	back-formation	Ns	ପ୍ରତ୍ୟାବର୍ତୀ ରଚନା	formation
2	formation	Ns	ଗଠନ	formation
1	former	Adj	ପୁରୁଣା	former
2	formerly	Adv	ବିଗତ ସମୟରେ	former
1	formula	Ns	ସୂତ୍ର	formula
2	formulate	VT	ସୂତ୍ର ରୂପରେ କରିବା	formula
1	call forth	PhrV	ଦେଖେଇବା	forth
2	forth	Adv	ଆଗେ	forth
3	forthcoming	Adj	ଆଗାମୀ	forth
4	forthright	Adj	ସ୍ପଷ୍ଟବାଦୀ	forth
5	forthwith	Adv	ତୁରନ୍ତ	forth
1	fortune	Ns	ସୌଭାଗ୍ୟ	fortune
2	fortune teller	Ns	ଭବିଷ୍ୟତ ବକ୍ତା	fortune
1	carry forward	PhrV	{ବାଣିଜ୍ୟ ସଂବଂଧୀ}ନୂଆ ଫରଦକୁ ସ୍ଥାନାଂତରଣ ହୋଇଯିବା	forward
2	come forward	PhrV	ସହାୟତା ପ୍ରଦାନ କରିବା	forward
3	forward	Adj	ଅଗଲା	forward
4	forward-looking	Adj	ଆଧୁନିକ ବିଚାରର	forward
5	forwardness	Ns	ଆତ୍ମବିଶ୍ୱାସ	forward
1	all found	IDM	ସବୁ ମିଶେଇ	found
2	be found wanting	IDM	ଅଭାବ ହୋଇଯିବା	found
3	found	VT	ସ୍ଥାପନା କରିବା	found
4	foundation	Ns	ଆଧାର	found
5	foundation stone	Ns	ଆଧାର ଶିଳା	found
6	founder	Ns	ସଂସ୍ଥାପକ	found
7	founder member	Ns	ସଂସ୍ଥାପକ ସଦସ୍ୟ	found
8	founding father	Ns	ଜନ୍ମଦାତା	found
9	foundling	Ns	ପରିତ୍ୟକ୍ତ ବାଳକ	found
10	foundry	Ns	ଭାଟି{ଉଚ୍ଚ ତାପବିଶିଷ୍ଟ}	found
1	foundation	Ns	ଆଧାର	foundation
2	foundation stone	Ns	ଆଧାର ଶିଳା	foundation
1	founder	Ns	ସଂସ୍ଥାପକ	founder
2	founder member	Ns	ସଂସ୍ଥାପକ ସଦସ୍ୟ	founder
1	four	N/Det	ଚାର	four
2	four poster	Ns	ଚାରି ଖୁରା ଯୁକ୍ତ ପଲଂଗ	four
3	four wheel drive	Ns	ଚାରି ଚକିଆ ଗାଡ଼ି	four
4	fourfold	Adj	ଚାରି ଗୁଣା	four
5	foursome	Ns	ଚାରି ଜଣଙ୍କର ଦଳ	four
6	fourteen	N/Det	ଚଉଦ	four
7	fourteenth	N/Det	ଚଉଦତମ	four
8	fourth	Det	ଚତୁର୍ଥ	four
1	fourth	Det	ଚତୁର୍ଥ	fourth
1	frame	Ns	ଚାରିକାଠିଆ	frame
2	frame-up	Ns	ମିଛ ଆରୋପ	frame
3	frame-work	Ns	ଢାଞ୍ଚାରୂପରେଖା	frame
1	deep-freeze	V	ହିମିକରଣ	free
2	free	Adj	ସ୍ୱତଂତ୍ର	free
3	free agent	Ns	ସ୍ୱତଂତ୍ରକାର୍ଯ୍ୟ କରୁଥିବା	free
4	free enterprise	Ns	ସରକାରୀ ହସ୍ତକ୍ଷେପବିନା ଚାଲୁଥିବା ଶିଳ୍ପ	free
5	free fall	Ns	ତଳେ ପଡିବା	free
6	free floating	Adj	ଚାଲୁ ହୋଇଯିବା	free
7	free fone	Ns	ମାଗଣା ଫୋନ{ବ୍ରିଟେନରେ ଫୋନ କରିବାର ଏକ ବ୍ୟବସ୍ଥା ଯେଉଁଥିରେ ପଇସା	free
8	free for all	Ns	ତର୍କ ଯେଉଁଥିରେ ଉପସ୍ଥିତ ସବୁ ଲୋକ ଭାଗ ନେଇଥାନ୍ତି	free
9	free hand	Adj	{ଚିତ୍ରକଳା}ମୁକ୍ତ ହସ୍ତ	free
10	free hold	Adj	ନିଷ୍କର ସମ୍ପତ୍ତି	free
11	free holder	Ns	ଉନ୍ମୁକ୍ତ ଭୂମ୍ୟାଧିକାରୀ	free
12	free kick	Ns	ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱୀ ଟିମରୁ ଶାସ୍ତିସ୍ୱରୂପ ମିଳିଥିବା ଦଣ୍ଡ	free
13	free lance	Adj	ସ୍ୱତଂତ୍ର	free
14	free loader	Ns	ଏମିତି ବ୍ୟକ୍ତି ଯିଏ କିଛି ନ ଦେଇ ଭୋଜନ ଆଉ ଆବାସର ଲାଭ ନେଇଥାନ୍ତି	free
15	free love	Ns	ବିନା ବିବାହର ସମ୍ବଂଧ ରଖିବା	free
16	free market	Ns	ମୁକ୍ତ ବଜାର	free
17	free mason	Ns	ଅନ୍ତର୍ରାଷ୍ଟୀୟ ଗୋପନୀୟ ସଂସ୍ଥାର ସଦସ୍ୟ ଯିଏ ଅନ୍ୟ ସଦସ୍ୟଙ୍କ ସାଙ୍ଗରେ	free
18	free masonry	Ns	ଅନ୍ତର୍ରାଷ୍ଟୀୟ ଗୋପନୀୟ ସଂସ୍ଥାରକାର୍ଯ୍ୟ ପ୍ରଣାଳୀ ଆଉ ଅଧିକାର	free
19	free port	Ns	ଏମିତି ବନ୍ଦର ଯେଉଁଠି କର ଲାଗେନା	free
20	free post	Ns	ଫ୍ରୀ ପୋସ୍ଟ {ବ୍ରିଟେନରେ ଡାକ ପଠାଇବାର ଏକ ବ୍ୟବସ୍ଥା ଯେଉଁଥିରେ ପତ୍ରର ମୂଲ୍ୟ	free
21	free range	Adj	କୁକୁଡ଼ା ଓ ଅଣ୍ଡାକୁ ପ୍ରାକୃତିକ ସ୍ଥାନରେ ରଖିବା	free
22	free standing	Adj	ସଂଯୁକ୍ତ ନ ହୋଇ	free
23	free style	Ns	ପହଁରିବାର ଏକ ବିଧି	free
24	free thinker	Ns	ସ୍ୱତଂତ୍ର ବିଚାରକ	free
25	free thinking	Adj	ସ୍ୱତଂତ୍ର ବିଚାରଯୁକ୍ତ ଲେଖକ ବା କଳାକାର	free
26	free trade	Ns	ଅବାଧମୁକ୍ତ ବ୍ୟାପାର	free
27	free verse	Ns	ମୁକ୍ତ କବିତା	free
28	free will	Ns	ସ୍ୱେଚ୍ଛାସ୍ୱତଂତ୍ର ସଂକଳ୍ପ	free
29	free-Church	Ns	ସ୍ଥାପିତ ଚର୍ଚର ନିୟମ ନ ମାନିଲାବାଲା ଚର୍ଚ	free
30	freebie	Ns	ମାଗଣା ଉପହାର	free
31	freedom	Ns	ସ୍ୱତଂତ୍ରତା	free
32	freedom fighter	Ns	ସ୍ୱତଂତ୍ରତା ସେନାନୀ	free
33	freely	Adv	ମୁକ୍ତ ଭାବରେ	free
34	freesia	Ns	ଧଳାଗୋଲାପି ରଂଗର ଫୁଲ ଓ ଭଲ ମହକଯୁକ୍ତ ଗୁଳ୍ମ	free
35	freeze	VT	ଜମା ଦେବା	free
36	freezer	Ns	ଶୀତଳ କରି ଘନୀଭୁତ କରୁଥିବା ଯନ୍ତ୍ର ଫ୍ରୀଜ	free
37	post free	Ns	ଡାକଭାର(ଖର୍ଚ)-ମୁକ୍ତ	free
38	Scot free	Adv	ମାଶୁଲ ବିନା	free
1	freedom	Ns	ସ୍ୱତଂତ୍ରତା	freedom
2	freedom fighter	Ns	ସ୍ୱତଂତ୍ରତା ସେନାନୀ	freedom
1	deep-freeze	V	ହିମିକରଣ	freeze
2	freeze	VT	ଜମା ଦେବା	freeze
3	freezer	Ns	ଶୀତଳ କରି ଘନୀଭୁତ କରୁଥିବା ଯନ୍ତ୍ର ଫ୍ରୀଜ	freeze
1	frequent	Adj	ପ୍ରାୟ	frequent
2	frequently	Adv	ବହୁଧା	frequent
1	frequently	Adv	ବହୁଧା	frequently
1	fresh	Adj	ତାଜା	fresh
2	freshen	VT	ତାଜା ହୋଇଯିବା	fresh
3	freshener	Ns	ତାଜାପଣ	fresh
4	freshman	Ns	ଉଚ୍ଚସ୍ତରୀୟ ବିଦ୍ୟାଳୟର ପ୍ରଥମ ବର୍ଷୀୟ ଛାତ୍ର	fresh
5	freshness	Ns	ଶୀତଳତା	fresh
6	freshwater	Adj	ମିଠା ସ୍ୱାଦିଷ୍ଠ ଜଳ	fresh
1	friend	Ns	ମିତ୍ର	friend
2	friendliness	Ns	ମିତ୍ରତା	friend
3	friendly	Adj	ସ୍ନେହଶୀଳ	friend
4	Friendly Society	Ns	ସହାୟତା କରୁଥିବା ସଂଘ	friend
5	friendship	Ns	ମୈତ୍ରୀ	friend
6	pen-friend	Ns	ପତ୍ରମିତ୍ର	friend
7	school Friend	Ns	ସହ ବିଦ୍ୟାର୍ଥୀ	friend
1	friendly	Adj	ସ୍ନେହଶୀଳ	friendly
2	Friendly Society	Ns	ସହାୟତା କରୁଥିବା ସଂଘ	friendly
1	friendship	Ns	ମୈତ୍ରୀ	friendship
1	apart from	Prep	ଅତିରିକ୍ତ	from
2	clean from/off	PhrV	ମଇଳା ବାହାର କରିବା	from
3	flick something from	PhrV	ଗୋଟିଏ ଝଟକାରେ ଗାଏବ କରିବା	from
4	flow from	PhrV	ରୁ ବାହାରିବା	from
5	from	Prep	ଠୁ ଠାରୁ	from
6	from first to last	IDM	ଆରମ୍ଭରୁ ଅନ୍ତ ପର୍ଯ୍ୟନ୍ତ	from
7	from the very first	IDM	ପ୍ରଥମରୁ	from
8	fromage frais	Ns	ପନୀର	from
1	front	Ns	ଆଗରେ	front
2	front man	Ns	କୌଣସି ସଂଘର ନେତା	front
3	front runner	Ns	ସବୁଠାରୁ ଆଗେ ଦଉଡ଼ିଲା ବାଲା	front
4	frontage	Ns	ଭବନର ଅଗ୍ରଭାଗ	front
5	frontal	Adj	ସାମ୍ନାର	front
6	frontier	Ns	ସୀମାନ୍ତ	front
